,name,year,team,WAR,출장,완투,완봉,선발,승,패,세이브,홀드,이닝,실점,자책,타자,피안타,이루타,삼루타,홈런,볼넷,고의사구,사구,삼진,보크,폭투,ERA,FIP,WHIP,ERA+,FIP+,WPA
0,알칸타라,20,두산,8.31,31,1,0,31,20,2,0,0,198.2,58,56,795,174,38,3,12,30,0,9,182,1,3,2.54,3.1,1.03,182.6,149.7,8.31
1,미란다,21,두산,7.09,28,1,1,28,14,5,0,0,173.2,49,45,709,135,21,1,11,63,0,1,225,1,7,2.33,2.67,1.14,185.0,161.1,7.09
2,린드블럼,19,두산,6.86,30,0,0,30,20,3,0,0,194.2,57,54,773,165,22,3,13,29,0,6,189,0,7,2.5,2.87,1.0,164.4,141.5,6.86
3,린드블럼,18,두산,6.81,26,0,0,26,15,4,0,0,168.2,56,54,681,142,33,2,16,38,0,8,157,0,10,2.88,4.02,1.07,175.4,125.2,6.81
4,최원준,21,두산,4.13,29,0,0,29,12,4,0,0,158.1,65,58,673,160,31,4,15,37,1,10,113,0,0,3.3,4.01,1.24,130.8,107.1,4.13
5,후랭코프,18,두산,4.12,28,0,0,28,18,3,0,0,149.1,64,62,621,118,17,1,12,55,1,22,134,0,15,3.74,4.61,1.16,135.3,110.0,4.12
6,로켓,21,두산,4.10,21,1,0,21,9,9,0,0,124.0,44,41,540,132,20,2,5,42,1,12,112,1,1,2.98,3.33,1.4,144.9,130.9,4.1
7,이용찬,18,두산,3.91,25,1,0,24,15,3,0,0,144.0,62,58,608,151,24,1,14,36,2,8,102,0,6,3.63,4.56,1.3,139.4,110.8,3.91
8,유희관,19,두산,3.55,28,2,0,27,11,8,0,0,166.1,67,60,692,171,37,2,8,42,3,3,64,0,2,3.25,4.02,1.28,126.5,102.3,3.55
9,플렉센,20,두산,3.51,21,0,0,21,8,4,0,0,116.2,43,39,472,97,14,0,6,30,2,2,132,0,5,3.01,2.73,1.09,154.0,169.7,3.51
10,최원준,20,두산,3.08,42,0,0,18,10,2,0,0,123.0,52,52,532,134,23,3,15,35,0,7,94,1,2,3.8,4.64,1.37,121.8,99.0,3.08
11,이영하,19,두산,3.03,29,1,0,27,17,4,0,0,163.1,70,66,692,148,28,5,5,61,1,10,90,2,5,3.64,3.99,1.28,112.9,103.4,3.03
12,함덕주,18,두산,2.95,62,0,0,0,6,3,27,3,67.0,23,22,293,58,9,1,4,37,3,4,75,0,4,2.96,4.07,1.42,171.0,124.8,2.95
13,홍건희,21,두산,2.92,65,0,0,0,6,6,3,17,74.1,23,23,303,65,11,0,3,27,0,0,82,1,7,2.78,2.74,1.24,154.9,158.9,2.92
14,후랭코프,19,두산,2.59,22,0,0,22,9,8,0,0,117.1,48,47,495,110,20,2,5,30,1,13,111,1,2,3.61,3.14,1.19,113.9,130.4,2.59
15,김강률,21,두산,2.49,50,0,0,0,3,0,21,3,51.2,15,12,230,54,7,2,2,25,4,1,41,0,4,2.09,3.53,1.53,206.4,124.0,2.49
16,이영하,20,두산,2.02,42,0,0,19,5,11,6,0,132.0,78,68,605,148,26,1,9,66,3,5,85,1,4,4.64,4.7,1.62,99.9,99.1,2.02
17,박치국,18,두산,1.72,67,0,0,0,1,5,3,17,67.0,30,27,293,80,13,0,5,15,4,9,60,1,1,3.63,3.91,1.42,139.4,129.6,1.72
18,스탁,22,두산,1.66,14,0,0,14,7,4,0,0,84.2,33,28,357,78,11,0,4,41,0,3,75,0,2,2.98,3.7,1.41,128.1,103.3,1.66
19,윤명준,19,두산,1.62,69,0,0,0,6,2,1,14,68.1,23,20,279,63,14,0,3,20,2,3,40,0,7,2.63,3.73,1.22,155.8,110.3,1.62
20,박치국,20,두산,1.46,63,0,0,0,4,4,0,6,71.2,34,23,317,65,12,2,5,34,4,5,66,0,1,2.89,4.09,1.38,160.4,113.5,1.46
21,이용찬,19,두산,1.35,26,0,0,26,7,10,0,0,148.1,75,67,651,168,28,2,15,45,3,6,102,0,3,4.07,4.31,1.44,101.0,93.9,1.35
22,함덕주,20,두산,1.34,36,0,0,6,5,1,10,2,55.1,25,24,240,55,7,0,2,21,2,0,55,0,7,3.9,3.07,1.37,118.7,152.5,1.34
23,곽빈,21,두산,1.34,21,0,0,21,4,7,0,0,98.2,50,45,455,78,17,3,7,79,0,12,96,1,6,4.1,5.08,1.59,105.1,85.6,1.34
24,이영하,18,두산,1.32,40,0,0,17,10,3,0,2,122.2,75,72,555,140,28,5,15,54,1,9,90,0,8,5.28,5.47,1.58,95.7,92.1,1.32
25,최원준,19,두산,1.29,34,0,0,3,1,2,1,4,54.1,17,16,228,52,12,1,1,16,1,4,38,0,1,2.65,3.29,1.25,154.9,125.5,1.29
26,김승회,18,두산,1.21,55,0,0,0,3,4,3,11,54.2,26,21,242,54,11,0,6,23,1,5,34,0,3,3.46,5.5,1.41,146.2,91.9,1.21
27,이형범,19,두산,1.21,67,0,0,0,6,3,19,10,61.0,25,18,258,57,6,0,4,19,2,9,31,0,2,2.66,4.52,1.25,154.6,90.5,1.21
28,김강률,18,두산,1.04,65,0,0,0,5,0,6,11,76.0,42,39,317,72,10,0,7,24,1,3,81,0,6,4.62,3.93,1.26,109.4,128.3,1.04
29,김승회,19,두산,1.00,55,0,0,0,3,3,3,7,58.2,24,20,250,57,12,3,1,16,1,2,46,0,5,3.07,2.93,1.24,133.8,141.4,1.0
30,홍건희,20,두산,0.86,50,0,0,0,3,4,1,8,56.2,31,30,251,63,12,1,5,20,0,5,51,0,3,4.76,4.23,1.47,97.2,109.3,0.86
31,함덕주,19,두산,0.82,61,0,0,0,2,5,16,7,54.2,24,21,236,39,7,1,6,34,4,1,48,0,2,3.46,4.78,1.34,118.7,84.8,0.82
32,최원준,22,두산,0.82,13,0,0,13,4,5,0,0,72.2,34,24,305,74,12,0,9,13,0,1,54,0,1,2.97,4.0,1.2,128.3,93.5,0.82
33,김민규,20,두산,0.64,29,0,0,4,1,2,1,0,53.1,30,29,231,47,14,0,3,22,2,3,54,0,1,4.89,3.56,1.29,94.7,130.7,0.64
34,김명신,21,두산,0.57,58,0,0,1,3,2,0,2,67.0,37,32,289,72,14,3,6,14,1,6,43,0,1,4.3,4.06,1.28,100.3,105.9,0.57
35,곽빈,22,두산,0.54,12,0,0,12,3,6,0,0,63.1,32,26,281,56,12,0,6,35,0,4,56,0,5,3.69,4.6,1.44,103.2,82.1,0.54
36,이승진,20,두산,0.39,33,0,0,5,2,4,0,5,51.1,33,32,228,55,12,2,3,22,1,2,54,0,0,5.61,3.56,1.5,82.6,130.7,0.39
37,박치국,19,두산,0.36,61,0,0,0,2,2,3,14,52.0,26,26,229,64,14,1,5,14,2,5,35,0,3,4.5,4.29,1.5,91.2,94.6,0.36
38,유희관,20,두산,0.15,27,0,0,27,10,11,0,0,136.1,91,76,622,190,37,5,14,39,4,3,56,0,1,5.02,4.91,1.68,92.3,94.3,0.15
39,박종기,21,두산,-0.23,22,0,0,5,0,4,0,0,59.2,42,38,274,69,10,1,3,29,0,3,33,0,3,5.73,4.49,1.64,75.3,97.3,-0.23
40,백정현,21,삼성,5.28,27,0,0,27,14,5,0,0,157.2,54,46,648,142,25,1,15,54,2,2,109,0,5,2.63,4.21,1.24,171.9,107.3,5.28
41,원태인,21,삼성,4.76,26,0,0,26,14,7,0,0,158.2,59,54,655,147,32,1,11,51,1,5,129,1,5,3.06,3.65,1.25,147.4,123.4,4.76
42,뷰캐넌,20,삼성,4.68,27,1,0,27,15,7,0,0,174.2,71,67,728,172,19,2,16,50,0,7,121,0,2,3.45,4.34,1.27,142.1,112.2,4.68
43,뷰캐넌,21,삼성,4.55,30,1,1,30,16,5,0,0,177.0,71,61,758,173,25,4,13,59,2,2,162,0,7,3.1,3.46,1.31,145.5,130.3,4.55
44,최채흥,20,삼성,3.35,26,1,1,26,11,6,0,0,146.0,67,58,617,131,27,1,12,51,0,7,123,3,3,3.58,4.13,1.25,137.2,117.7,3.35
45,오승환,21,삼성,3.03,64,0,0,0,0,2,44,0,62.0,17,14,252,56,15,3,3,16,3,2,57,0,2,2.03,2.85,1.16,222.1,157.9,3.03
46,최충연,18,삼성,2.98,70,0,0,0,2,6,8,16,85.0,34,34,344,73,16,2,6,26,1,2,101,0,8,3.6,3.33,1.17,147.3,156.2,2.98
47,뷰캐넌,22,삼성,2.97,14,1,1,14,6,3,0,0,90.0,27,23,381,90,16,0,3,21,0,5,71,0,2,2.3,3.02,1.23,171.6,128.9,2.97
48,아델만,18,삼성,2.81,31,0,0,31,8,12,0,0,171.0,101,96,758,202,39,1,20,54,0,11,137,1,7,5.05,4.89,1.5,105.0,107.1,2.81
49,라이블리,20,삼성,2.68,21,0,0,21,6,7,0,0,112.0,54,53,478,98,16,1,11,39,0,12,95,0,2,4.26,4.5,1.22,115.2,108.2,2.68
50,백정현,18,삼성,2.34,25,0,0,23,7,7,1,0,125.2,68,64,540,142,27,2,18,36,0,3,99,0,2,4.58,5.05,1.42,115.7,104.1,2.34
51,수아레즈,22,삼성,2.14,14,0,0,14,3,5,0,0,80.2,28,21,334,71,9,0,3,23,0,2,70,0,2,2.34,2.97,1.17,168.4,131.0,2.14
52,백정현,19,삼성,2.07,28,1,1,27,8,10,0,0,157.0,85,74,677,158,29,4,17,56,0,6,82,0,4,4.24,4.95,1.36,102.3,86.3,2.07
53,우규민,19,삼성,1.99,54,0,0,0,2,7,15,7,59.0,20,18,247,58,3,0,7,10,1,6,40,0,0,2.75,4.35,1.15,158.0,98.4,1.99
54,심창민,18,삼성,1.86,59,0,0,0,5,2,17,5,66.1,32,30,284,57,9,2,12,22,2,9,68,0,1,4.07,5.45,1.19,130.3,96.7,1.86
55,보니야,18,삼성,1.77,29,0,0,29,7,10,0,0,168.0,111,99,752,193,40,2,23,63,1,12,151,1,9,5.3,5.14,1.52,100.0,102.2,1.77
56,장필준,19,삼성,1.74,61,0,0,0,3,3,11,15,69.2,29,28,302,64,12,1,7,33,3,3,53,0,4,3.62,4.61,1.39,120.0,92.5,1.74
57,원태인,22,삼성,1.63,11,0,0,11,3,4,0,0,69.1,27,25,292,68,12,0,4,23,2,0,49,0,3,3.25,3.54,1.31,121.6,110.8,1.63
58,이승현,20,삼성,1.61,65,0,0,0,1,2,0,14,54.1,22,21,226,45,7,1,11,25,1,0,52,0,2,3.48,5.6,1.29,141.0,88.2,1.61
59,최채흥,21,삼성,1.55,26,1,0,20,5,9,0,2,122.1,66,62,538,143,21,2,16,37,1,2,82,1,4,4.56,4.62,1.47,99.0,98.3,1.55
60,원태인,20,삼성,1.51,27,0,0,26,6,10,0,0,140.0,84,76,626,162,32,1,19,56,2,5,78,0,6,4.89,5.47,1.56,100.4,89.4,1.51
61,장필준,18,삼성,1.49,61,0,0,0,5,5,6,13,66.1,35,32,290,65,15,1,6,25,2,6,74,0,0,4.34,4.09,1.36,122.2,127.5,1.49
62,양창섭,18,삼성,1.42,19,0,0,17,7,6,0,0,87.1,52,49,400,100,22,0,12,34,0,10,49,1,3,5.05,6.01,1.53,105.0,87.4,1.42
63,우규민,18,삼성,1.39,48,0,0,0,4,1,0,10,58.2,28,28,246,70,12,0,6,12,1,5,48,0,0,4.3,4.34,1.4,123.5,120.6,1.39
64,라이블리,19,삼성,1.10,9,1,1,9,4,4,0,0,57.0,26,25,236,51,9,4,4,13,0,5,58,0,0,3.95,3.23,1.12,109.9,132.1,1.1
65,최지광,19,삼성,1.03,63,0,0,0,3,8,2,10,68.0,33,31,303,64,9,3,4,40,3,5,60,0,3,4.1,4.26,1.53,105.8,99.5,1.03
66,원태인,19,삼성,0.85,26,0,0,20,4,8,0,2,112.0,65,60,493,119,26,3,12,39,0,5,68,2,6,4.82,4.76,1.41,90.0,89.7,0.85
67,윤성환,19,삼성,0.82,27,1,1,27,8,13,0,0,145.1,87,77,643,168,34,3,14,50,0,7,65,0,3,4.77,4.94,1.5,91.0,86.3,0.82
68,김윤수,20,삼성,0.82,61,0,0,0,3,5,0,12,58.0,34,30,266,66,9,0,6,31,3,1,41,0,7,4.66,4.99,1.67,105.4,97.8,0.82
69,맥과이어,19,삼성,0.76,21,1,1,21,4,8,0,0,112.1,68,63,512,119,24,3,13,66,0,6,100,2,3,5.05,5.05,1.65,86.0,84.7,0.76
70,김대우,20,삼성,0.63,28,0,0,9,3,7,0,1,77.2,49,44,350,95,17,1,9,26,0,6,37,1,1,5.1,5.35,1.56,96.2,91.3,0.63
71,최지광,21,삼성,0.35,60,0,0,0,7,1,0,14,51.1,30,28,231,53,11,2,5,27,0,2,49,0,2,4.91,4.38,1.56,91.9,102.9,0.35
72,최채흥,19,삼성,0.32,28,0,0,15,6,6,0,2,106.2,67,57,478,127,21,5,10,36,1,1,89,0,6,4.81,3.97,1.53,90.2,107.8,0.32
73,몽고메리,21,삼성,0.21,11,0,0,11,2,5,0,0,52.0,33,31,244,46,5,1,3,38,0,4,55,0,4,5.37,4.39,1.62,84.1,102.0,0.21
74,심창민,21,삼성,0.16,59,0,0,0,3,2,0,16,51.1,32,29,238,47,12,0,8,32,0,6,58,1,2,5.08,5.32,1.54,88.8,85.3,0.16
75,백정현,20,삼성,0.10,11,0,0,11,4,4,0,0,59.0,43,34,258,67,15,2,13,17,0,1,46,0,1,5.19,5.78,1.42,94.6,85.6,0.1
76,김대우,19,삼성,0.09,44,0,0,0,5,1,0,1,59.2,38,34,253,61,16,2,11,16,0,5,40,0,2,5.13,5.52,1.29,84.6,78.2,0.09
77,헤일리,19,삼성,0.00,19,0,0,19,5,8,0,0,87.2,59,56,386,95,12,2,5,34,0,6,84,1,5,5.75,3.6,1.47,75.5,118.1,0.0
78,김대우,21,삼성,-0.39,31,0,0,4,0,2,0,1,51.0,39,36,234,68,18,0,7,15,1,2,27,0,1,6.35,5.0,1.63,71.0,91.0,-0.39
79,윤성환,18,삼성,-0.52,24,0,0,24,5,9,0,0,117.1,99,91,542,164,30,0,28,32,0,9,89,0,2,6.98,6.47,1.67,76.0,81.9,-0.52
80,루친스키,20,NC,5.59,30,0,0,30,19,5,0,0,183.0,67,62,770,173,12,3,14,57,0,11,167,0,11,3.05,3.84,1.26,160.2,125.8,5.59
81,루친스키,19,NC,4.64,30,2,0,30,9,9,0,0,177.1,68,60,731,164,20,1,13,45,0,11,119,0,7,3.05,3.96,1.18,138.4,106.6,4.64
82,구창모,20,NC,4.62,15,0,0,14,9,0,0,1,93.1,20,18,348,58,12,0,7,18,0,0,102,0,2,1.74,2.92,0.81,281.5,165.6,4.62
83,루친스키,21,NC,4.48,30,0,0,30,15,10,0,0,178.2,76,63,754,160,24,1,12,55,0,10,177,2,6,3.17,3.32,1.2,143.1,135.9,4.48
84,박진우,19,NC,3.82,41,0,0,18,9,7,0,5,140.2,53,49,590,137,18,0,9,29,0,19,92,0,2,3.14,3.95,1.18,134.4,106.8,3.82
85,파슨스,21,NC,3.71,24,1,0,24,4,8,0,0,133.0,56,55,577,109,16,2,9,63,0,11,148,1,10,3.72,3.66,1.29,122.0,123.3,3.71
86,루친스키,22,NC,3.44,14,0,0,14,5,4,0,0,94.2,26,19,371,71,13,1,4,11,0,4,104,0,5,1.81,2.12,0.87,215.2,184.6,3.44
87,구창모,19,NC,2.67,23,0,0,19,10,7,0,1,107.0,40,38,449,85,15,2,10,42,0,5,114,0,7,3.2,3.81,1.19,131.8,111.5,2.67
88,이재학,18,NC,2.67,29,1,0,29,5,13,0,0,152.1,87,81,658,157,27,2,13,49,2,10,116,0,6,4.79,4.54,1.35,108.4,115.4,2.67
89,신민혁,21,NC,2.65,30,0,0,25,9,6,0,0,145.0,75,71,625,155,28,3,17,44,0,5,107,2,2,4.41,4.4,1.37,103.0,102.9,2.65
90,프리드릭,19,NC,2.38,12,2,1,12,7,4,0,0,72.0,22,22,294,63,6,0,4,22,1,3,56,0,2,2.75,3.57,1.18,153.2,118.3,2.38
91,송명기,20,NC,2.31,36,0,0,12,9,3,0,0,87.2,37,36,372,78,13,0,12,39,1,2,72,0,7,3.7,5.06,1.34,132.2,95.9,2.31
92,왕웨이중,18,NC,2.28,25,0,0,25,7,10,0,0,141.2,83,67,615,169,25,1,16,40,2,2,108,0,2,4.26,4.62,1.48,121.9,113.5,2.28
93,베렛,18,NC,2.22,29,0,0,29,6,10,0,0,155.0,94,91,698,178,31,2,24,59,0,9,144,1,10,5.28,5.3,1.53,98.2,99.1,2.22
94,라이트,20,NC,2.01,29,0,0,29,11,9,0,0,157.2,87,82,696,164,27,2,12,63,0,10,125,2,5,4.68,4.35,1.44,104.4,111.0,2.01
95,이재학,19,NC,1.70,24,0,0,23,10,4,0,0,129.2,62,55,560,133,24,2,6,43,0,9,91,0,6,3.82,3.8,1.36,110.4,110.9,1.7
96,구창모,18,NC,1.63,36,0,0,23,5,11,0,1,133.0,83,79,598,158,31,2,21,52,0,7,116,1,16,5.35,5.47,1.58,97.1,96.1,1.63
97,최성영,19,NC,1.45,26,0,0,15,4,1,0,2,82.1,39,36,368,79,15,3,3,48,0,4,62,0,3,3.94,4.27,1.54,107.1,98.9,1.45
98,원종현,20,NC,1.09,58,0,0,0,3,5,30,0,57.0,30,27,245,56,5,1,4,20,1,2,41,0,4,4.26,4.13,1.33,114.6,116.7,1.09
99,원종현,21,NC,0.91,61,0,0,0,2,2,14,6,53.0,27,25,245,67,9,0,5,23,2,3,45,0,4,4.25,4.22,1.7,107.0,107.0,0.91
100,원종현,18,NC,0.88,59,0,0,0,3,6,2,17,64.1,38,37,275,78,5,1,7,22,1,2,36,0,5,5.18,5.2,1.55,100.3,101.0,0.88
101,김정훈,19,NC,0.62,44,0,0,0,0,2,0,7,51.1,23,21,215,49,11,0,5,16,0,4,32,0,3,3.68,4.59,1.27,114.5,91.9,0.62
102,배재환,19,NC,0.60,62,0,0,0,3,5,0,20,54.1,26,22,247,49,9,0,3,31,2,7,61,1,2,3.64,3.86,1.47,115.6,109.5,0.6
103,신민혁,22,NC,0.53,11,0,0,11,2,5,0,0,60.1,30,28,265,63,17,1,5,17,1,8,52,0,4,4.18,3.84,1.33,93.1,102.6,0.53
104,이재학,21,NC,0.53,17,2,1,17,6,6,0,0,83.0,50,48,370,74,16,1,14,52,0,6,65,0,3,5.2,6.06,1.52,87.2,74.8,0.53
105,강윤구,19,NC,0.44,67,0,0,0,3,3,0,15,56.1,29,28,242,55,4,4,4,24,2,4,49,0,2,4.47,3.97,1.4,94.2,106.3,0.44
106,최성영,18,NC,0.43,28,0,0,8,2,2,1,0,64.1,43,42,282,66,14,0,11,25,1,4,57,0,6,5.88,5.59,1.42,88.3,94.1,0.43
107,이형범,18,NC,0.42,23,0,0,4,1,1,0,0,54.0,36,31,238,62,11,0,5,24,2,1,22,0,3,5.17,5.5,1.59,100.5,95.5,0.42
108,원종현,19,NC,0.41,60,0,0,0,3,3,31,0,60.0,31,27,256,62,9,2,4,17,2,3,59,0,5,4.05,3.2,1.32,104.0,132.1,0.41
109,김영규,21,NC,0.32,37,0,0,8,5,3,0,6,63.2,40,38,286,69,8,0,10,28,0,1,42,0,3,5.37,5.42,1.52,84.5,83.6,0.32
110,김영규,19,NC,0.18,30,1,1,10,5,4,0,1,66.1,40,39,307,82,6,1,7,31,0,6,46,0,4,5.29,5.06,1.7,79.6,83.4,0.18
111,이민호,18,NC,0.15,50,0,0,0,5,4,14,0,50.0,34,26,224,52,9,0,8,19,1,3,42,1,2,4.68,5.49,1.42,110.9,95.8,0.15
112,정수민,18,NC,0.14,25,0,0,7,2,5,0,1,58.0,43,39,278,69,8,2,10,33,0,3,38,0,7,6.05,6.63,1.76,85.8,79.5,0.14
113,송명기,21,NC,0.10,24,0,0,24,8,9,0,0,123.1,83,81,574,147,39,2,12,58,1,9,102,1,2,5.91,4.55,1.66,76.8,99.3,0.1
114,김건태,18,NC,0.06,21,0,0,9,2,3,0,0,53.0,38,32,247,60,11,1,7,24,0,7,39,1,3,5.43,5.83,1.59,95.5,90.1,0.06
115,버틀러,19,NC,0.04,13,0,0,13,3,6,0,0,73.2,46,39,326,78,18,1,6,28,1,2,49,0,4,4.76,4.31,1.44,88.4,97.8,0.04
116,김영규,20,NC,0.04,20,0,0,13,2,2,0,1,67.2,47,41,296,83,9,2,12,14,0,2,55,2,5,5.45,4.95,1.43,89.6,98.5,0.04
117,장현식,19,NC,0.02,53,0,0,0,5,4,0,9,54.2,31,28,246,58,7,1,9,23,0,4,49,0,6,4.61,5.23,1.48,91.4,81.0,0.02
118,강윤구,18,NC,-0.11,69,0,0,0,7,5,1,17,54.2,41,37,243,54,10,1,10,26,0,1,65,0,4,6.09,5.32,1.46,85.2,98.9,-0.11
119,최성영,20,NC,-0.14,14,0,0,13,2,4,0,0,60.2,45,41,278,67,14,0,13,35,0,3,27,0,2,6.08,7.33,1.68,80.3,66.3,-0.14
120,요키시,20,키움,5.53,27,0,0,27,12,7,0,0,159.2,53,38,640,144,26,3,6,25,0,6,115,1,3,2.14,3.19,1.06,220.3,147.3,5.53
121,요키시,21,키움,4.66,31,0,0,31,16,9,0,0,181.1,71,59,739,171,24,0,12,46,2,4,131,0,9,2.93,3.54,1.2,151.4,122.4,4.66
122,요키시,19,키움,4.23,30,1,1,30,13,9,0,0,181.1,72,63,746,166,33,5,9,39,0,11,141,0,6,3.13,3.32,1.13,132.4,124.5,4.23
123,브리검,19,키움,3.69,28,0,0,28,13,5,0,0,158.1,62,52,669,148,32,2,5,46,0,12,130,1,7,2.96,3.27,1.23,140.0,126.9,3.69
124,최원태,19,키움,3.10,27,0,0,27,11,5,0,0,157.1,68,59,666,165,28,2,5,36,0,5,105,0,5,3.38,3.26,1.28,122.6,127.1,3.1
125,조상우,20,키움,2.98,53,0,0,0,5,3,33,0,54.1,15,13,232,50,5,0,3,18,2,2,64,0,1,2.15,2.91,1.25,219.1,159.0,2.98
126,요키시,22,키움,2.89,14,0,0,14,7,4,0,0,89.0,27,24,343,73,16,2,5,9,0,2,84,0,1,2.43,2.51,0.92,157.1,150.0,2.89
127,안우진,21,키움,2.45,21,0,0,21,7,8,0,0,107.2,47,39,450,88,15,1,13,41,1,7,110,1,5,3.26,4.17,1.2,136.0,102.7,2.45
128,브리검,20,키움,2.40,21,0,0,21,9,5,0,0,107.0,45,43,456,98,7,2,6,42,1,5,105,0,8,3.62,3.61,1.31,130.5,129.1,2.4
129,안우진,22,키움,2.18,13,0,0,13,7,4,0,0,81.0,27,22,330,62,20,2,1,28,0,1,94,0,4,2.44,2.21,1.11,156.0,172.6,2.18
130,양현,20,키움,1.77,58,0,0,1,8,3,2,11,60.0,23,22,245,58,9,1,4,17,0,3,33,0,1,3.3,4.32,1.25,143.0,108.3,1.77
131,김상수,19,키움,1.73,67,0,0,0,3,5,0,40,56.2,19,18,238,50,6,0,3,28,1,2,60,0,0,2.86,3.51,1.38,144.8,117.7,1.73
132,김태훈,21,키움,1.66,66,0,0,0,4,2,11,15,64.1,26,23,282,60,10,0,1,33,2,1,52,1,3,3.22,3.41,1.45,137.8,128.7,1.66
133,오주원,19,키움,1.60,57,0,0,0,3,3,18,3,54.1,17,14,223,54,7,0,1,7,0,3,41,0,1,2.32,2.69,1.12,178.5,155.1,1.6
134,브리검,21,키움,1.44,10,0,0,10,7,3,0,0,61.0,25,20,250,49,8,0,6,26,0,4,49,0,3,2.95,4.48,1.23,150.2,96.4,1.44
135,김성민,19,키움,1.40,50,0,0,0,2,0,0,5,56.1,17,16,230,53,13,1,0,11,0,2,38,0,4,2.56,2.75,1.14,161.9,152.3,1.4
136,한현희,21,키움,1.38,18,0,0,15,6,2,0,1,85.2,42,37,372,86,20,0,4,30,0,6,61,0,3,3.89,3.78,1.35,114.1,115.7,1.38
137,윤영삼,19,키움,1.29,54,0,0,0,3,3,1,3,62.2,23,20,254,60,12,2,5,14,1,1,56,0,3,2.87,3.32,1.18,144.1,123.5,1.29
138,애플러,22,키움,1.21,13,1,1,13,4,4,0,0,74.2,32,32,311,78,18,1,7,14,0,3,39,0,0,3.86,4.15,1.23,98.9,90.9,1.21
139,이승호,20,키움,1.14,24,0,0,23,6,6,0,0,118.2,71,67,517,132,20,1,15,40,0,5,73,1,3,5.08,5.11,1.45,92.9,90.8,1.14
140,한현희,20,키움,1.09,25,0,0,25,7,9,0,0,135.2,77,75,587,141,20,1,10,37,2,14,109,2,3,4.98,3.99,1.31,94.8,116.8,1.09
141,정찬헌,21,키움,1.02,11,1,1,11,3,3,0,0,56.1,26,25,248,64,11,0,1,15,0,4,28,0,1,3.99,3.58,1.4,111.0,123.2,1.02
142,김재웅,21,키움,0.95,51,0,0,0,0,1,1,11,53.1,24,21,243,49,2,0,5,33,3,1,47,0,2,3.54,4.53,1.54,125.1,95.2,0.95
143,김태훈,20,키움,0.91,53,0,0,2,7,0,0,10,64.0,34,30,281,70,14,1,1,22,1,5,40,0,3,4.22,3.73,1.44,111.8,127.0,0.91
144,한현희,19,키움,0.84,61,0,0,0,7,5,0,24,58.0,26,22,251,50,10,1,1,20,1,7,49,1,2,3.41,3.28,1.21,121.2,127.0,0.84
145,이승호,19,키움,0.77,23,1,1,23,8,5,0,0,122.2,70,61,533,134,27,3,10,51,0,1,82,3,5,4.48,4.4,1.51,92.5,93.5,0.77
146,김동준,19,키움,0.64,33,0,0,5,8,3,0,2,70.0,36,35,300,77,15,0,5,23,0,0,50,0,3,4.5,3.89,1.43,92.0,105.8,0.64
147,최원태,20,키움,0.63,21,0,0,21,7,6,0,0,110.0,68,62,478,115,16,1,16,37,2,7,67,0,6,5.07,5.37,1.38,93.0,86.1,0.63
148,최원태,21,키움,0.54,28,0,0,28,9,11,0,0,143.1,89,73,643,163,21,3,11,53,2,10,93,0,3,4.58,4.31,1.51,96.7,100.8,0.54
149,김재웅,20,키움,0.51,43,0,0,7,1,4,0,2,59.2,36,31,258,64,18,0,7,23,1,2,51,0,4,4.68,4.58,1.46,100.9,100.9,0.51
150,최원태,22,키움,0.34,12,0,0,12,3,3,0,0,57.0,30,24,244,52,16,0,1,21,0,2,38,0,4,3.79,3.4,1.28,100.6,112.9,0.34
151,김동혁,21,키움,0.24,40,0,0,8,0,5,1,0,82.0,51,47,367,89,21,0,5,34,4,14,30,1,0,5.16,5.0,1.5,85.9,87.6,0.24
152,김상수,20,키움,0.18,60,0,0,0,3,3,5,11,51.1,33,27,226,52,12,0,3,21,1,3,48,0,1,4.73,3.79,1.42,99.7,123.1,0.18
153,안우진,19,키움,-0.01,19,0,0,15,7,5,0,0,88.1,56,51,395,97,19,1,8,36,0,3,80,1,3,5.2,4.09,1.51,79.6,100.3,-0.01
154,폰트,22,SSG,3.91,14,1,0,14,8,4,0,0,95.0,22,21,356,60,13,2,6,13,1,2,87,0,3,1.99,2.73,0.77,199.1,146.2,3.91
155,김광현,22,SSG,2.98,12,0,0,12,7,1,0,0,76.0,18,13,302,53,10,0,2,19,2,1,75,0,1,1.54,2.37,0.95,257.3,167.5,2.98
