,name,WAR,출장,완투,완봉,선발,승,패,세이브,홀드,이닝,실점,자책,타자,피안타,이루타,삼루타,홈런,볼넷,고의사구,사구,삼진,보크,폭투,ERA,FIP,WHIP,ERA+,FIP+,wpa,year,team
312,오원석,-1.0,33,0,0,21,7,6,0,2,110.0,84,72,530,125,20,3,11,73,1,10,95,1,2,5.89,5.14,1.8,76.2,88.2,-2.81,21,SSG
313,김광현,6.39,31,0,0,30,17,6,0,0,190.1,64,53,786,198,17,0,13,38,1,2,180,0,8,2.51,3.01,1.24,169.8,142.2,3.28,19,SSG
314,산체스,5.93,28,0,0,28,17,5,0,0,165.0,51,48,671,151,18,2,2,42,0,2,148,2,11,2.62,2.57,1.17,162.5,163.8,3.64,19,SSG
315,김광현,5.26,25,0,0,25,11,8,0,0,136.0,48,45,554,125,16,2,16,30,0,2,130,0,3,2.98,4.16,1.14,176.5,127.4,1.91,18,SSG
316,켈리,3.89,28,0,0,28,12,7,0,0,158.1,78,72,674,152,28,3,18,47,1,13,161,2,5,4.09,4.4,1.26,128.5,120.4,-0.45,18,SSG
317,문승원,3.82,25,1,0,25,6,8,0,0,145.2,64,59,610,136,29,0,13,45,0,6,117,0,2,3.65,4.16,1.24,132.3,117.1,0.65,20,SSG
318,박종훈,3.38,30,0,0,30,14,8,0,0,159.1,81,74,702,158,31,3,16,54,0,20,133,0,3,4.18,4.86,1.33,125.8,108.3,-0.38,18,SSG
319,하재훈,3.09,61,0,0,0,5,3,36,3,59.0,13,13,245,47,11,0,1,26,2,1,64,1,0,1.98,2.73,1.24,214.6,154.7,3.47,19,SSG
320,문승원,2.89,26,0,0,23,11,7,0,2,144.0,63,62,586,130,13,5,23,33,1,3,99,0,0,3.88,4.83,1.13,109.8,89.6,0.72,19,SSG
321,서진용,2.63,72,0,0,0,3,1,4,33,68.0,19,18,279,53,9,2,2,28,4,2,76,0,1,2.38,2.7,1.19,178.6,157.4,2.87,19,SSG
322,문승원,2.41,31,0,0,27,8,9,1,1,150.2,86,77,656,180,33,2,24,37,0,4,122,0,4,4.6,5.1,1.44,114.3,104.0,-1.49,18,SSG
323,박민호,2.29,57,0,0,0,2,1,4,11,52.0,16,14,215,43,9,0,4,19,0,2,36,0,0,2.42,4.38,1.19,199.1,110.8,-0.61,20,SSG
324,김태훈,2.26,61,0,0,4,9,3,0,10,94.0,44,40,394,88,17,0,8,36,4,2,93,0,11,3.83,4.05,1.32,137.3,130.6,-0.02,18,SSG
325,박종훈,2.1,28,0,0,28,8,11,0,0,144.0,72,62,643,157,29,0,12,59,0,13,100,0,1,3.88,4.6,1.5,109.8,92.8,0.73,19,SSG
326,소사,1.93,16,0,0,16,9,3,0,0,94.1,42,40,387,85,6,0,15,23,0,2,96,1,3,3.82,4.23,1.15,111.5,103.0,1.38,19,SSG
327,박종훈,1.9,29,0,0,28,13,11,0,0,157.1,90,84,691,146,21,3,14,78,1,22,134,0,5,4.81,4.9,1.42,100.4,99.5,-1.54,20,SSG
328,산체스,1.88,29,0,0,26,8,8,0,1,145.1,90,79,632,161,21,3,26,39,1,7,124,0,12,4.89,5.38,1.38,107.5,98.8,-1.34,18,SSG
329,신재웅,1.68,54,0,0,0,2,3,16,6,52.0,23,16,226,49,3,0,5,28,0,1,43,0,3,2.77,5.1,1.48,189.9,102.8,-0.38,18,SSG
330,다익손,1.41,12,0,0,12,3,2,0,0,65.2,29,26,280,65,13,2,7,18,0,2,58,0,1,3.56,3.94,1.26,119.4,109.4,0.38,19,SSG
331,박민호,1.26,47,0,0,0,3,1,0,4,50.1,17,15,209,49,10,0,2,14,0,4,22,0,0,2.68,4.12,1.25,158.7,102.7,-0.28,19,SSG
332,정영일,1.17,44,0,0,0,1,2,1,8,42.0,15,15,175,32,3,1,1,22,2,1,35,0,2,3.21,3.55,1.29,132.4,118.9,0.44,19,SSG
333,서진용,1.09,63,0,0,0,2,7,8,12,61.0,33,28,264,52,4,1,11,34,1,1,56,0,7,4.13,5.74,1.41,116.8,85.4,-1.57,20,SSG
334,김태훈,1.05,71,0,0,0,4,5,7,27,69.2,33,31,296,62,8,0,4,26,0,4,76,0,7,4.0,3.26,1.26,106.3,130.9,0.42,19,SSG
335,이건욱,1.03,27,0,0,25,6,12,0,0,122.0,77,77,542,105,16,4,11,81,0,6,91,1,6,5.68,5.38,1.53,84.9,90.3,-1.61,20,SSG
336,박희수,0.91,34,0,0,0,0,1,1,2,28.2,8,4,124,29,2,0,1,13,0,3,14,0,0,1.26,4.55,1.47,338.9,92.7,0.28,19,SSG
337,박희수,0.83,35,0,0,0,1,2,0,4,33.0,14,12,146,35,8,0,1,15,0,3,30,0,0,3.27,4.05,1.52,160.6,128.8,-0.95,18,SSG
338,윤희상,0.71,46,0,0,1,1,2,1,7,51.0,29,29,211,55,5,1,8,7,1,2,44,0,1,5.12,4.62,1.22,102.7,115.4,-0.22,18,SSG
339,이태양,0.6,46,0,0,0,2,1,0,4,47.1,28,27,211,57,10,0,7,11,1,1,37,0,2,5.13,4.61,1.44,94.0,106.3,0.31,20,SSG
340,이승진,0.56,34,0,0,2,0,1,0,0,41.1,25,21,189,41,6,0,6,20,1,4,37,0,6,4.57,5.6,1.48,115.0,94.4,-0.65,18,SSG
341,조영우,0.54,35,0,0,7,2,4,0,0,77.0,52,51,340,96,18,1,12,25,0,2,38,0,4,5.96,5.65,1.57,80.9,86.4,-0.71,20,SSG
342,채병용,0.51,29,0,0,0,2,1,1,3,30.0,16,16,128,33,5,0,8,8,0,1,15,0,0,4.8,7.2,1.37,109.5,73.9,-0.05,18,SSG
343,김정빈,0.36,57,0,0,0,1,1,1,10,47.1,30,27,226,37,8,1,5,45,1,8,42,0,6,5.13,6.45,1.73,94.0,75.4,-0.14,20,SSG
344,강지광,0.29,25,0,0,0,2,4,0,6,27.1,14,12,115,24,5,0,0,11,1,0,15,0,3,3.95,3.4,1.28,107.7,122.9,0.46,19,SSG
345,박정배,0.26,49,0,0,0,1,3,9,2,44.2,30,29,197,51,15,0,9,12,2,2,44,0,1,5.84,5.29,1.41,90.0,101.1,-2.4,18,SSG
346,김세현,0.24,42,0,0,0,2,0,1,7,42.0,28,27,187,44,7,0,7,22,0,1,35,0,1,5.79,5.7,1.57,83.4,85.9,-0.95,20,SSG
347,서진용,0.11,48,0,0,0,3,2,1,12,50.0,36,34,225,52,8,2,14,23,3,2,58,0,4,6.12,6.47,1.5,85.9,82.9,-0.01,18,SSG
348,정영일,-0.04,51,0,0,0,3,0,0,13,44.0,33,26,205,48,10,0,7,21,1,5,33,0,4,5.32,6.11,1.57,98.9,86.6,-0.41,18,SSG
349,김주온,-0.1,29,0,0,0,0,3,0,0,31.0,27,26,160,46,7,0,5,22,0,5,18,0,5,7.55,7.1,2.19,63.9,68.6,-0.68,20,SSG
350,핀토,-0.28,30,0,0,30,6,15,0,0,162.0,121,111,766,198,35,1,19,90,3,11,112,2,11,6.17,5.51,1.78,78.2,88.3,-2.27,20,SSG
351,김태훈,-0.44,33,0,0,8,1,6,0,4,62.0,52,51,281,61,13,0,8,39,0,4,43,0,10,7.4,5.93,1.61,65.2,82.1,-1.78,20,SSG
352,백승건,-0.6,10,0,0,7,0,5,0,0,29.1,29,26,156,37,5,0,7,31,0,2,28,0,1,7.98,8.12,2.32,60.5,60.2,-1.5,20,SSG
353,김주한,-0.75,22,0,0,7,1,7,0,0,46.0,43,38,220,60,7,1,7,20,0,8,22,0,4,7.43,6.4,1.74,64.9,76.2,-1.84,20,SSG
354,알칸타라,8.31,31,1,0,31,20,2,0,0,198.2,58,56,795,174,38,3,12,30,0,9,182,1,3,2.54,3.1,1.03,182.6,149.7,4.35,20,두산
355,미란다,7.09,28,1,1,28,14,5,0,0,173.2,49,45,709,135,21,1,11,63,0,1,225,1,7,2.33,2.67,1.14,185.0,161.1,3.27,21,두산
356,린드블럼,6.86,30,0,0,30,20,3,0,0,194.2,57,54,773,165,22,3,13,29,0,6,189,0,7,2.5,2.87,1.0,164.4,141.5,4.44,19,두산
357,린드블럼,6.81,26,0,0,26,15,4,0,0,168.2,56,54,681,142,33,2,16,38,0,8,157,0,10,2.88,4.02,1.07,175.4,125.2,2.06,18,두산
358,최원준,4.13,29,0,0,29,12,4,0,0,158.1,65,58,673,160,31,4,15,37,1,10,113,0,0,3.3,4.01,1.24,130.8,107.1,1.17,21,두산
359,후랭코프,4.12,28,0,0,28,18,3,0,0,149.1,64,62,621,118,17,1,12,55,1,22,134,0,15,3.74,4.61,1.16,135.3,110.0,1.18,18,두산
360,로켓,4.1,21,1,0,21,9,9,0,0,124.0,44,41,540,132,20,2,5,42,1,12,112,1,1,2.98,3.33,1.4,144.9,130.9,1.0,21,두산
361,이용찬,3.91,25,1,0,24,15,3,0,0,144.0,62,58,608,151,24,1,14,36,2,8,102,0,6,3.63,4.56,1.3,139.4,110.8,0.45,18,두산
362,유희관,3.55,28,2,0,27,11,8,0,0,166.1,67,60,692,171,37,2,8,42,3,3,64,0,2,3.25,4.02,1.28,126.5,102.3,1.7,19,두산
363,플렉센,3.51,21,0,0,21,8,4,0,0,116.2,43,39,472,97,14,0,6,30,2,2,132,0,5,3.01,2.73,1.09,154.0,169.7,1.01,20,두산
364,최원준,3.08,42,0,0,18,10,2,0,0,123.0,52,52,532,134,23,3,15,35,0,7,94,1,2,3.8,4.64,1.37,121.8,99.0,0.8,20,두산
365,이영하,3.03,29,1,0,27,17,4,0,0,163.1,70,66,692,148,28,5,5,61,1,10,90,2,5,3.64,3.99,1.28,112.9,103.4,3.13,19,두산
366,함덕주,2.95,62,0,0,0,6,3,27,3,67.0,23,22,293,58,9,1,4,37,3,4,75,0,4,2.96,4.07,1.42,171.0,124.8,1.58,18,두산
367,홍건희,2.92,65,0,0,0,6,6,3,17,74.1,23,23,303,65,11,0,3,27,0,0,82,1,7,2.78,2.74,1.24,154.9,158.9,0.6,21,두산
368,후랭코프,2.59,22,0,0,22,9,8,0,0,117.1,48,47,495,110,20,2,5,30,1,13,111,1,2,3.61,3.14,1.19,113.9,130.4,0.48,19,두산
369,김강률,2.49,50,0,0,0,3,0,21,3,51.2,15,12,230,54,7,2,2,25,4,1,41,0,4,2.09,3.53,1.53,206.4,124.0,1.8,21,두산
370,이영하,2.02,42,0,0,19,5,11,6,0,132.0,78,68,605,148,26,1,9,66,3,5,85,1,4,4.64,4.7,1.62,99.9,99.1,-1.97,20,두산
371,스탁,1.87,15,0,0,15,7,4,0,0,90.2,36,31,384,86,13,0,4,43,0,3,78,0,3,3.08,3.7,1.42,125.4,104.7,0.14,22,두산
372,박치국,1.72,67,0,0,0,1,5,3,17,67.0,30,27,293,80,13,0,5,15,4,9,60,1,1,3.63,3.91,1.42,139.4,129.6,0.27,18,두산
373,윤명준,1.62,69,0,0,0,6,2,1,14,68.1,23,20,279,63,14,0,3,20,2,3,40,0,7,2.63,3.73,1.22,155.8,110.3,0.36,19,두산
374,박치국,1.46,63,0,0,0,4,4,0,6,71.2,34,23,317,65,12,2,5,34,4,5,66,0,1,2.89,4.09,1.38,160.4,113.5,-0.27,20,두산
375,이용찬,1.35,26,0,0,26,7,10,0,0,148.1,75,67,651,168,28,2,15,45,3,6,102,0,3,4.07,4.31,1.44,101.0,93.9,0.09,19,두산
376,함덕주,1.34,36,0,0,6,5,1,10,2,55.1,25,24,240,55,7,0,2,21,2,0,55,0,7,3.9,3.07,1.37,118.7,152.5,-0.39,20,두산
377,곽빈,1.34,21,0,0,21,4,7,0,0,98.2,50,45,455,78,17,3,7,79,0,12,96,1,6,4.1,5.08,1.59,105.1,85.6,-0.3,21,두산
378,이영하,1.32,40,0,0,17,10,3,0,2,122.2,75,72,555,140,28,5,15,54,1,9,90,0,8,5.28,5.47,1.58,95.7,92.1,-1.25,18,두산
379,최원준,1.29,34,0,0,3,1,2,1,4,54.1,17,16,228,52,12,1,1,16,1,4,38,0,1,2.65,3.29,1.25,154.9,125.5,-0.23,19,두산
380,김승회,1.21,55,0,0,0,3,4,3,11,54.2,26,21,242,54,11,0,6,23,1,5,34,0,3,3.46,5.5,1.41,146.2,91.9,-0.58,18,두산
381,이형범,1.21,67,0,0,0,6,3,19,10,61.0,25,18,258,57,6,0,4,19,2,9,31,0,2,2.66,4.52,1.25,154.6,90.5,1.23,19,두산
382,김명신,1.18,30,0,0,0,1,1,0,3,41.0,11,11,163,32,2,0,3,13,0,1,28,0,2,2.41,3.93,1.1,159.8,97.6,-0.13,22,두산
383,김강률,1.04,65,0,0,0,5,0,6,11,76.0,42,39,317,72,10,0,7,24,1,3,81,0,6,4.62,3.93,1.26,109.4,128.3,1.51,18,두산
384,김승회,1.0,55,0,0,0,3,3,3,7,58.2,24,20,250,57,12,3,1,16,1,2,46,0,5,3.07,2.93,1.24,133.8,141.4,0.3,19,두산
385,최원준,0.9,13,0,0,13,4,5,0,0,72.2,34,24,305,74,12,0,9,13,0,1,54,0,1,2.97,4.02,1.2,129.8,94.1,0.05,22,두산
386,홍건희,0.86,50,0,0,0,3,4,1,8,56.2,31,30,251,63,12,1,5,20,0,5,51,0,3,4.76,4.23,1.47,97.2,109.3,-0.59,20,두산
387,함덕주,0.82,61,0,0,0,2,5,16,7,54.2,24,21,236,39,7,1,6,34,4,1,48,0,2,3.46,4.78,1.34,118.7,84.8,1.14,19,두산
388,이승진,0.73,47,0,0,0,1,4,2,13,48.1,24,21,210,41,3,0,3,31,2,2,28,2,2,3.91,4.91,1.49,110.3,88.8,0.25,21,두산
389,김민규,0.64,29,0,0,4,1,2,1,0,53.1,30,29,231,47,14,0,3,22,2,3,54,0,1,4.89,3.56,1.29,94.7,130.7,0.19,20,두산
390,곽빈,0.64,13,0,0,13,3,6,0,0,68.1,35,29,304,59,13,0,6,39,0,5,62,0,5,3.82,4.58,1.43,101.0,83.7,-0.04,22,두산
391,김명신,0.57,58,0,0,1,3,2,0,2,67.0,37,32,289,72,14,3,6,14,1,6,43,0,1,4.3,4.06,1.28,100.3,105.9,-0.19,21,두산
392,채지선,0.46,37,0,0,0,1,0,0,2,33.0,18,18,158,34,3,1,3,24,1,5,34,0,11,4.91,5.22,1.76,94.4,88.7,-0.09,20,두산
393,윤명준,0.39,42,0,0,0,0,0,2,7,40.0,24,22,180,49,6,1,4,12,1,1,20,0,1,4.95,4.76,1.53,93.6,97.2,0.42,20,두산
394,이승진,0.39,33,0,0,5,2,4,0,5,51.1,33,32,228,55,12,2,3,22,1,2,54,0,0,5.61,3.56,1.5,82.6,130.7,-0.66,20,두산
395,박치국,0.36,61,0,0,0,2,2,3,14,52.0,26,26,229,64,14,1,5,14,2,5,35,0,3,4.5,4.29,1.5,91.2,94.6,-1.07,19,두산
396,이현승,0.35,39,0,0,0,1,0,0,6,30.2,18,17,140,39,9,2,4,14,1,1,21,0,0,4.99,5.53,1.73,101.3,91.0,0.02,18,두산
397,정철원,0.34,21,0,0,0,2,2,0,7,26.0,12,12,107,23,3,1,3,8,2,2,16,0,1,4.15,4.51,1.19,92.9,84.4,0.12,22,두산
398,이현호,0.27,15,0,0,2,0,0,1,0,28.0,19,19,134,37,6,0,4,13,0,1,23,0,1,6.11,5.55,1.79,82.8,90.4,-0.15,18,두산
399,이현승,0.25,62,0,0,0,2,1,2,9,42.1,27,25,195,48,9,2,2,21,0,2,42,1,3,5.31,3.82,1.63,87.2,122.4,-0.55,20,두산
400,배영수,0.21,37,0,0,0,1,2,0,0,45.1,25,23,194,50,11,1,4,11,2,3,10,1,3,4.57,4.9,1.35,89.9,83.2,-0.6,19,두산
401,박종기,0.19,8,0,0,5,1,2,0,0,26.0,16,16,117,30,6,0,3,14,0,0,20,0,1,5.54,5.13,1.69,83.6,89.9,0.11,20,두산
402,윤명준,0.17,45,0,0,0,1,0,0,1,45.2,28,24,208,53,6,0,3,20,2,4,26,1,1,4.73,4.49,1.6,91.2,96.7,-0.44,21,두산
403,홍건희,0.17,29,0,0,0,1,4,5,9,32.2,17,14,141,29,5,0,2,13,2,2,27,0,4,3.86,3.66,1.29,100.0,105.3,0.77,22,두산
404,유희관,0.15,27,0,0,27,10,11,0,0,136.1,91,76,622,190,37,5,14,39,4,3,56,0,1,5.02,4.91,1.68,92.3,94.3,-2.34,20,두산
405,박신지,0.04,16,0,0,3,1,1,0,0,26.0,15,15,129,29,5,0,2,17,0,2,19,0,2,5.19,5.05,1.77,74.3,76.2,-0.34,22,두산
406,이현호,-0.01,16,0,0,8,1,0,0,0,40.1,25,23,191,51,8,1,2,19,0,1,22,1,2,5.13,4.44,1.74,80.0,92.3,-0.51,19,두산
407,이영하,-0.01,14,0,0,14,6,4,0,0,74.2,44,35,337,81,12,0,4,34,1,4,65,0,5,4.22,3.76,1.54,91.5,102.5,-0.56,22,두산
408,김강률,-0.16,30,0,0,0,2,2,0,0,28.0,22,11,141,36,6,2,1,20,0,4,28,0,0,3.54,4.59,2.0,131.0,102.1,-0.3,20,두산
409,권혁,-0.21,57,0,0,0,2,2,1,11,36.2,23,20,155,36,7,0,3,7,0,2,21,0,0,4.91,4.06,1.17,83.6,100.2,0.02,19,두산
410,박종기,-0.23,22,0,0,5,0,4,0,0,59.2,42,38,274,69,10,1,3,29,0,3,33,0,3,5.73,4.49,1.64,75.3,97.3,-1.66,21,두산
411,김민규,-0.23,31,0,0,6,2,3,0,1,56.1,40,38,262,64,10,0,9,28,0,4,39,0,3,6.07,5.73,1.63,71.0,74.4,-0.67,21,두산
412,이영하,-0.28,35,0,0,11,5,6,1,2,78.2,58,55,364,81,18,0,9,57,0,1,53,0,7,6.29,5.68,1.75,68.5,75.8,-1.63,21,두산
413,최승용,-0.29,20,0,0,8,2,4,0,2,42.1,29,28,191,51,7,3,3,16,0,2,24,1,1,5.95,4.38,1.58,64.8,87.7,-0.34,22,두산
414,곽빈,-0.36,32,0,0,0,3,1,1,4,31.0,26,26,154,44,10,0,6,17,0,3,26,0,0,7.55,6.61,1.97,67.0,75.6,-0.11,18,두산
415,이형범,-0.39,27,0,0,0,1,2,1,1,25.2,22,22,122,30,6,0,5,16,2,2,13,0,1,7.71,6.95,1.79,60.1,65.9,-2.18,20,두산
416,유희관,-0.53,29,0,0,28,10,10,0,0,141.0,108,105,650,197,41,3,23,42,0,4,81,0,1,6.7,5.78,1.7,75.4,86.5,-2.73,18,두산
417,이용찬,-0.54,5,0,0,5,1,3,0,0,26.2,25,25,125,41,8,0,7,6,0,0,15,0,1,8.44,6.52,1.76,54.9,69.2,-0.74,20,두산
418,유희관,-1.48,15,0,0,15,4,7,0,0,63.0,57,54,314,107,14,3,10,24,0,3,23,0,0,7.71,5.95,2.08,55.9,71.8,-1.98,21,두산
419,장원준,-2.19,24,0,0,16,3,7,0,2,71.2,81,79,349,101,19,0,12,33,0,11,46,0,3,9.92,6.57,1.87,51.0,76.4,-3.12,18,두산
420,스트레일리,7.53,31,0,0,31,15,4,0,0,194.2,61,54,777,148,27,2,10,51,0,7,205,0,4,2.5,3.01,1.02,195.1,159.0,3.84,20,롯데
421,레일리,4.08,30,0,0,30,5,14,0,0,181.0,88,78,791,191,32,4,10,65,1,8,140,1,10,3.88,3.77,1.41,108.1,111.1,0.2,19,롯데
422,박세웅,4.01,28,1,1,28,10,9,0,0,163.0,75,72,685,141,24,0,20,53,0,10,125,0,17,3.98,4.55,1.19,114.3,98.1,-0.23,21,롯데
423,노경은,3.41,33,0,0,19,9,6,0,0,132.1,65,60,547,127,24,3,18,30,1,4,89,0,1,4.08,5.0,1.19,127.8,104.5,0.27,18,롯데
424,스트레일리,3.02,31,0,0,31,10,12,0,0,165.2,85,75,714,162,25,2,12,66,0,8,164,1,8,4.07,3.63,1.38,111.5,122.8,0.14,21,롯데
425,레일리,2.95,30,0,0,30,11,13,0,0,178.1,106,94,775,180,34,4,24,54,1,18,178,2,4,4.74,4.78,1.31,109.9,109.3,-1.94,18,롯데
426,듀브론트,2.33,25,0,0,25,6,9,0,0,137.1,82,75,629,162,29,2,13,62,1,8,109,3,10,4.92,4.98,1.63,106.1,104.8,-1.66,18,롯데
427,김원중,2.26,61,0,0,0,4,4,35,0,62.2,26,25,268,50,8,0,6,28,4,3,64,0,8,3.59,3.83,1.25,126.6,116.5,2.2,21,롯데
428,손승락,2.24,57,0,0,0,3,5,28,0,57.2,26,25,250,53,13,0,1,20,4,1,60,0,2,3.9,2.86,1.27,133.7,182.5,0.69,18,롯데
429,구승민,2.2,64,0,0,0,7,4,0,14,73.2,33,30,307,62,15,0,12,31,6,3,75,1,2,3.67,5.06,1.26,142.3,103.6,-0.26,18,롯데
430,박세웅,2.02,28,0,0,28,8,10,0,0,147.1,85,77,658,177,27,2,20,47,0,8,108,0,13,4.7,4.97,1.52,103.6,96.5,-1.77,20,롯데
431,반즈,1.95,16,0,0,16,7,5,0,0,101.0,42,32,424,93,17,3,5,22,1,11,88,0,2,2.85,3.17,1.14,139.1,123.3,0.24,22,롯데
432,최준용,1.94,44,0,0,0,4,2,1,20,47.1,16,15,195,41,7,0,6,16,3,1,45,0,1,2.85,3.97,1.2,159.4,112.5,2.28,21,롯데
433,구승민,1.94,57,0,0,0,5,2,0,20,60.1,25,24,238,40,9,0,8,26,2,0,58,0,1,3.58,4.55,1.09,136.1,105.5,0.94,20,롯데
434,진명호,1.88,60,0,0,0,3,2,0,9,63.1,24,24,273,56,12,0,4,35,4,1,51,0,3,3.41,4.13,1.44,122.9,101.2,0.68,19,롯데
435,노경은,1.7,25,1,0,24,5,10,0,0,133.0,76,72,574,139,31,1,19,40,2,3,77,0,3,4.87,5.18,1.35,100.0,92.7,-0.54,20,롯데
436,오현택,1.64,72,0,0,0,3,2,0,25,64.2,32,27,268,66,9,0,11,12,0,3,63,1,2,3.76,4.79,1.21,138.8,109.3,0.11,18,롯데
437,김원중,1.61,58,0,0,0,5,4,25,0,59.1,29,26,249,52,14,1,8,23,5,0,57,0,1,3.94,4.3,1.26,123.5,111.8,-0.63,20,롯데
438,박세웅,1.59,14,0,0,14,5,5,0,0,86.1,38,34,355,87,16,2,4,16,1,4,84,0,3,3.54,2.64,1.19,111.9,148.1,0.4,22,롯데
439,구승민,1.44,33,0,0,0,0,1,0,9,27.1,5,5,116,19,5,0,0,16,1,0,37,0,2,1.65,2.26,1.28,240.8,173.4,0.97,22,롯데
440,이인복,1.31,25,0,0,8,3,0,0,1,61.1,31,28,271,75,17,3,5,14,1,5,45,0,0,4.11,3.81,1.45,110.6,117.3,0.08,21,롯데
441,구승민,1.27,68,0,0,0,6,5,0,20,62.1,30,30,262,47,7,2,5,31,0,4,65,1,4,4.33,3.97,1.25,104.9,112.4,0.3,21,롯데
442,진명호,1.19,60,0,0,0,5,4,1,9,61.2,34,30,282,53,19,0,7,46,6,1,65,0,3,4.38,5.2,1.61,119.1,100.7,-0.14,18,롯데
443,장시환,1.18,27,0,0,27,6,13,0,0,125.1,78,69,570,147,29,1,12,58,1,2,109,0,17,4.95,4.32,1.64,84.6,97.2,-0.61,19,롯데
444,김대우,1.15,46,0,0,1,0,1,0,0,49.1,22,17,216,48,11,0,1,26,1,2,43,1,5,3.1,3.72,1.5,157.1,128.4,-0.94,20,롯데
445,박시영,1.05,43,0,0,6,1,1,0,4,61.2,30,29,262,51,10,1,5,27,0,4,60,0,7,4.23,4.02,1.27,99.1,104.3,0.73,19,롯데
446,오현택,1.04,48,0,0,0,3,1,0,7,36.0,15,15,152,37,6,1,5,8,1,2,17,0,1,3.75,5.17,1.25,129.9,92.9,0.1,20,롯데
447,최준용,1.03,31,0,0,0,1,4,14,2,35.2,14,14,147,26,5,0,4,11,1,2,46,0,3,3.53,3.21,1.04,112.2,120.9,0.69,22,롯데
448,박세웅,0.98,12,0,0,12,3,6,0,0,60.0,33,28,263,66,12,3,3,23,0,0,44,0,4,4.2,3.74,1.48,99.8,112.2,-0.45,19,롯데
449,이인복,0.97,47,0,0,1,1,4,0,2,45.1,22,20,199,57,9,0,2,12,1,1,21,0,2,3.97,4.0,1.52,122.7,119.7,-1.01,20,롯데
450,이인복,0.95,15,0,0,13,6,7,0,1,76.1,37,34,321,84,14,0,4,17,0,3,49,0,2,4.01,3.5,1.32,98.9,111.5,0.11,22,롯데
451,김건국,0.9,37,0,0,5,3,3,0,3,66.2,34,33,293,73,8,1,5,27,0,6,43,0,3,4.46,4.57,1.5,94.1,91.6,-0.27,19,롯데
452,손승락,0.85,53,0,0,0,4,3,9,2,52.2,27,23,233,54,9,1,3,19,3,3,44,0,2,3.93,3.56,1.39,106.7,117.4,-1.04,19,롯데
453,톰슨,0.82,11,1,1,11,2,3,0,0,62.2,35,33,267,54,8,1,4,23,0,5,60,0,8,4.74,3.66,1.23,88.5,114.4,-0.26,19,롯데
454,나균안,0.78,20,0,0,4,1,3,0,2,52.0,25,24,222,55,18,1,1,17,1,1,57,0,3,4.15,2.36,1.39,95.5,166.0,-0.48,22,롯데
455,박진형,0.76,41,0,0,0,2,1,5,5,40.1,19,18,169,40,3,0,6,11,3,0,40,0,5,4.02,3.95,1.26,104.4,106.5,-1.02,19,롯데
456,프랑코,0.76,37,0,0,27,9,8,0,1,150.0,97,90,677,147,31,2,20,75,0,20,124,1,6,5.4,5.31,1.48,84.2,84.1,-1.27,21,롯데
457,김건국,0.7,32,0,0,0,3,2,0,1,31.2,14,14,139,30,5,2,2,9,0,3,31,0,4,3.98,3.56,1.23,122.4,134.6,-0.22,20,롯데
458,고효준,0.7,75,0,0,0,2,7,0,15,62.1,34,33,280,58,13,1,6,36,6,3,72,0,11,4.76,3.93,1.51,88.0,106.2,-1.37,19,롯데
459,다익손,0.66,17,0,0,16,3,8,0,0,83.2,52,46,369,99,10,1,8,22,1,4,59,1,3,4.95,4.13,1.45,84.7,101.6,-0.96,19,롯데
460,서준원,0.63,33,0,0,16,4,11,0,0,97.0,61,59,443,117,25,1,10,38,0,11,60,1,1,5.47,5.02,1.6,76.6,83.5,-0.84,19,롯데
461,윤길현,0.62,32,0,0,0,1,2,0,4,33.0,18,17,145,33,6,2,4,15,0,0,29,0,2,4.64,5.02,1.46,112.5,104.4,-0.34,18,롯데
462,서준원,0.56,31,0,0,20,7,6,0,0,107.2,71,62,480,130,18,0,16,31,1,5,60,0,3,5.18,5.35,1.5,94.0,89.8,-1.13,20,롯데
463,최준용,0.54,31,0,0,0,0,2,0,8,29.2,16,16,130,31,7,1,3,11,4,2,26,0,3,4.85,4.03,1.42,100.4,119.1,-0.75,20,롯데
464,장시환,0.48,32,0,0,0,1,0,0,2,36.2,23,19,174,39,4,2,5,19,0,3,44,0,2,4.66,5.01,1.58,111.8,104.6,-0.14,18,롯데
465,윤성빈,0.39,18,0,0,10,2,5,0,0,50.2,36,36,235,51,12,0,5,36,0,3,65,0,5,6.39,4.86,1.72,81.6,107.7,-0.98,18,롯데
466,박진형,0.38,53,0,0,0,1,4,0,17,42.2,27,27,194,56,15,2,7,13,2,4,50,0,3,5.7,4.4,1.62,85.5,109.3,-1.18,20,롯데
467,송승준,0.35,22,0,0,15,3,4,0,0,79.0,58,54,361,93,23,2,8,35,0,4,68,0,5,6.15,4.91,1.62,84.8,106.4,-2.06,18,롯데
468,샘슨,0.3,25,0,0,25,9,12,0,0,130.0,87,78,590,167,25,1,14,36,0,6,87,2,8,5.4,4.59,1.56,90.2,104.6,-1.07,20,롯데
469,정성종,0.19,32,0,0,0,1,1,0,0,49.2,33,30,231,64,10,1,6,24,3,4,24,0,4,5.44,5.52,1.77,77.1,75.9,-0.09,19,롯데
470,김유영,0.17,34,0,0,0,2,1,0,11,26.0,14,12,125,34,9,0,0,13,2,2,24,0,2,4.15,2.97,1.81,95.5,131.6,-0.41,22,롯데
471,스파크맨,0.13,13,0,0,13,2,2,0,0,57.2,34,31,260,60,11,0,3,33,1,3,63,0,4,4.84,3.63,1.61,82.0,107.5,-0.13,22,롯데
